Antigua and Barbuda,安提瓜和巴布达,アンティグア·バーブーダ,앤티가 바부다 주,Antigua i Barbuda,Antigua und Barbuda,Αντίγκουα και Μπαρμπούντα,Antigua ja Barbuda,Antigua-et-Barbuda,Antigua agus Barbúda,एंटीगुआ और बारबुडा,Antigva i Barbuda,Antigua és Barbuda,Antigua dan Barbuda,Antigua e Barbuda,アンティグア・バーブーダ,앤티가바부다,Antigua en Barbuda,Antigua og Barbuda,Antigua i Barbuda,Antígua e Barbuda,Antigua și Barbuda,Антигуа и Барбуда,Antigua y Barbuda,Antigva i Barbuda,Antigua na Barbuda,Antigua och Barbuda,แอนติกาและบาร์บูดา,Antigua ve Barbuda,Antigua và Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,阿根廷,アルゼンチン,아르헨티나,Argentina,Argentinien,Αργεντινή,Argentiina,Argentine,An Airgintín,अर्जेंटीना,Argentina,Argentína,Argentina,Argentina,アルゼンチン,아르헨티나,Argentinië,Argentina,Argentyna,Argentina,Argentina,Аргентина,Argentina,Argentina,Ajentina,Argentina,อาร์เจนติน่า,Arjantin,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,亚美尼亚,アルメニア,아르메니아,Armènia,Armenien,Αρμενία,Armenia,Arménie,An Airméin,आर्मीनिया,Armenija,Örményország,Armenia,Armenia,アルメニア,아르메니아,Armenië,Armenia,Armenia,Armênia,Armenia,Армения,Armenia,Jermenija,Armenia,Armenien,อาร์เมเนีย,Ermenistan,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,阿鲁巴,アルバ,아루바,Aruba,Aruba,Αρούμπα,Aruba,Aruba,Aruba,अरूबा,Aruba,Aruba,Aruba,Aruba,アルバ,아루바,Aruba,Aruba,Aruba,Aruba,Aruba,Аруба,Aruba,Arubu,Aruba,Aruba,อารูบา,Aruba,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,澳大利亚,オーストラリア,호주.,Austràlia,Australien,Αυστραλία,Australia,Australie,An Astráil,ऑस्ट्रेलिया,Australija,Ausztrália,Australia,Australia,オーストラリア,오스트레일리아,Australië,Australia,Australia,Austrália,Australia,Австралия,Australia,Australija,Australia,Australien,ออสเตรเลีย,Avustralya,Úc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,奥地利,オーストリア,오스트리아,Àustria,Österreich,Αυστρία,Itävalta,Autriche,An Ostair,ऑस्ट्रिया,Austrija,Ausztria,Austria,Austria,オーストリア,오스트리아,Oostenrijk,Østerrike,Austria,Áustria,Austria,Австрия,Austria,Austrija,Austria,Österrike,ออสเตรีย,Avusturya,Áo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,阿塞拜疆,アゼルバイジャン,아제르바이잔,L'Azerbaidjan,Aserbaidschan,Αζερμπαϊτζάν,Azerbaidzan,Azerbaïdjan,An Asarbaiseáin,अज़रबैजान,Azerbajdžan,Azerbajdzsán,Azerbaijan,Azerbaigian,アゼルバイジャン,아제르바이잔,Azerbeidzjan,Aserbajdsjan,Azerbejdżan,Azerbaijão,Azerbaidjan,Азербайджан,Azerbaiyán,Azerbejdžan,Azerbaijani,Azerbajdzjan,อาเซอร์ไบจัน,Azerbaycan,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,巴哈马,バハマ,바하마,Bahames,Bahamas,Μπαχάμες,Bahama,Bahamas,Na Bahámaí,बहामास,Bahami,Bahama-szigetek,Bahama,Bahamas,バハマ,바하마,Bahamas,Bahamas,Bahamy,Bahamas,Bahamas,Багамские Острова,Bahamas,Bahamima,Bahamas,Bahamas,บาฮามาส,Bahamalar,Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,巴林,バーレーン,바레인,Bahrain,Bahrain,Μπαχρέιν,Bahrain,Bahreïn,Bairéin,बहरीन,Bahrein,Bahrein,Bahrain,Bahrein,バーレーン,바레인,Bahrein,Bahrain,Bahrajn,Bahrein,Bahrein,Бахрейн,Bahrein,Bahrein,Bahrain,Bahrain,บาห์เรน,Bahreyn,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,孟加拉国,バングラデシュ,방글라데시,Bangla Desh,Bangladesch,Μπαγκλαντές,Bangladesh,Bangladesh,An Bhanglaidéis,बांग्लादेश,Bangladeš,Banglades,Bangladesh,Bangladesh,バングラデシュ,방글라데시,Bangladesh,Bangladesh,Bangladesz,Bangladesh,Bangladesh,Бангладеш,Bangladesh,Bangladeš,Bangladesh,Bangladesh,บังกลาเทศ,Bangladeş,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,巴巴多斯,バルバドス,바베이도스,Barbados,Barbados,Μπαρμπάντος,Barbados,Barbade,Barbadós,बारबाडोस,Barbados,Barbados,Barbados,Barbados,バルバドス,바베이도스,Barbados,Barbados,Barbados,Barbados,Barbados,Барбадос,Barbados,Barbadosu,Barbados,Barbados,บาร์เบโดส,Barbados,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,白俄罗斯,ベラルーシ,벨라루스,Bielorússia,Belarus,Λευκορωσία,Valko-Venäjä,Biélorussie,An Bhealarúis,बेलारूस,Bjelarus,Fehéroroszország,Belarus,Belarus,ベラルーシ,벨로루시,Wit-Rusland,Hviterussland,Białoruś,Belarus,Bielorusia,Беларусь,Bielorrusia,Belorusija,Belarusi,Vitryssland,เบลารุส,Belarus,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,比利时,ベルギー,벨기에,Bèlgica,Belgien,Βέλγιο,Belgia,Belgique,An Bheilg,बेल्जियम,Belgija,Belgium,Belgia,Belgio,ベルギー,벨기에,België,Belgia,Belgia,Bélgica,Belgia,Бельгия,Bélgica,Belgija,Ubelgiji,Belgien,เบลเยียม,Belçika,Bỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,伯利兹,ベリーズ,벨리즈,Belize,Belize,Μπελίσε,Belize,Belize,An Bheilís,बेलीज़,Belize,Belize,Belize,Belize,ベリーズ,벨리즈,Belize,Belize,Belize,Belize,Belize,Белиз,Belice,Beliz,Belize,Belize,เบลีซ,Belize,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,贝宁,ベナン,베냉,Benín,Benin,Μπενίν,Benin,Bénin,Beinin,बेनिन,Benin,Benin,Benin,Benin,ベナン,베냉,Benin,Benin,Benin,Benim,Benin,Бенин,Benin,Benin,Benin,Benin,เบนิน,Benin,Bénin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,百慕大群岛,バミューダ,버뮤다,Bermudes,Bermuda,Βερμούδες,Bermuda,Bermudes,Beirmiúda,बरमूडा,Bermudi,Bermuda,Bermuda,Bermuda,バーミューダ,버뮤다,Bermuda,Bermuda,Bermudy,Bermudas,Bermuda,Бермуды,Bermudas,Bermudski,Bermuda,Bermuda,เบอร์มิวดา,Bermuda,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,不丹,ブータン,부탄,Bhutan,Bhutan,Μπουτάν,Bhutan,Bhoutan,An Bhútáin,भूटान,Butan,Bhután,Bhutan,Bhutan,ブータン,부탄,Bhutan,Bhutan,Bhutan,Butão,Bhutan,Бутан,Bhután,Butan,Bhutan,Bhutan,ภูฏาน,Bhutan,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,玻利维亚,ボリビア,볼리비아,Bolívia,Bolivien,Βολιβία,Bolivia,Bolivie,An Bholaiv,बोलीविया,Bolovija,Bolívia,Bolivia,Bolivia,ボリビア,볼리비아,Bolivia,Bolivia,Boliwia,Bolívia,Bolivia,Боливия,Bolivia,Bolivija,Bolivia,Bolivia,โบลิเวีย,Bolivya,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,波斯尼亚和黑塞哥维那,ボスニア·ヘルツェゴビナ,보스니아 헤르체고비나,Bòsnia i Hercegovina,Bosnien und Herzegowina,Βοσνία Ερζεγοβίνη,Bosnia ja Hertsegovina,Bosnie-Herzégovine,An Bhoisnia agus an Heirseagaivéin,बोस्निया और हर्ज़िगोविना,Bosna i Hercegovina,Bosznia-Hercegovina,Bosnia dan Herzegovina,Bosnia ed Erzegovina,ボスニア・ヘルツェゴビナ,보스니아 헤르체고비나,Bosnië-Herzegovina,Bosnia-Hercegovina,Bośnia i Hercegowina,Bósnia e Herzegovina,Bosnia şi Herţegovina,Босния и Герцеговина,Bosnia-Herzegovina,Bosna i Hercegovina,Bosnia na Herzegovina,Bosnien-Hercegovina,บอสเนียแอนด์เฮอร์เซโกวิน่า,Bosna Hersek,Bosna và Hercegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,博茨瓦纳,ボツワナ,보츠와나,Botswana,Botsuana,Μποτσουάνα,Botswana,Botswana,An Bhotsuáin,बोत्सवाना,Bocvana,Botswana,Botswana,Botswana,ボツワナ,보츠와나,Botswana,Botswana,Botswana,Botsuana,Botswana,Ботсвана,Botswana,Bocvana,Botswana,Botswana,บอตสวานา,Botsvana,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouvet Island,布韦岛,ブーヴェット島,부베 섬,Illa Bouvet,Bouvetinsel,Νησί Μπουβέ,Bouvet’nsaari,Île Bouvet,Oileán Bouvet,बुवेत द्वीप,Bouvet Island,Bouvet-sziget,Pulau Bouvet,Isola di Bouvet,ブーベ島,부베 섬(Bouvet Island),Bouvet Eiland,Bouvetøya,Wyspa Bouveta,Ilha Bouvet,Insula Bouvet,Остров Буве,Isla Bouvet,Ostrvo Buvet,Kisiwa cha Bouvet,Bouvetön,เกาะบูเว,Bouvet Adası,Đảo Bouvet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,巴西,ブラジル,브라질,Brazil,Brazilien,Βραζιλία,Brasilia,Brésil,An Bhrasaíl,ब्राज़ील,Brazil,Brazília,Brasil,Brasile,ブラジル,브라질,Brazilië,Brasil,Brazylia,Brasil,Brazilia,Бразилия,Brasil,Brazil,Brazili,Brasilien,บราซิล,Brezilya,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,英属印度洋领土,イギリス領インド洋準州,영국령 인도양 준주,Territori Britànic de l'Oceà Índic,Britisches Territorium im Indischen Ozean,Βρετανικό Έδαφος Ινδικού Ωκεανού,Brittiläinen Intian valtameren alue,Territoire britannique de l’océan Indien,Críoch Aigéan Indiach na Breataine,ब्रिटिश हिंद महासागरीय क्षेत्र,Britanski teritorij Indijskog oceana,Brit Indiai-óceáni Terület,Wilayah Samudra Hindia Britania,Territorio britannico dell'Oceano Indiano,英領インド洋地域,영국령 인도양 지역,Brits Indische Oceaanterritorium,Det britiske territoriet i Indiahavet,Brytyjskie Terytorium Oceanu Indyjskiego,Território Britânico do Oceano Índico,Teritoriul Britanic din Oceanul Indian,Британская территория в Индийском океане,Territorio Británico del Océano Índico,Britanska teritorija Indijskog okeana,Eneo la Bahari ya Hindi ya Uingereza,Brittiska territoriet i Indiska oceanen,บริติชอินเดียนโอเชียนเทร์ริทอรี,Britanya Hint Okyanusu Toprakları,Lãnh thổ Ấn Độ Dương thuộc Anh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,英属维尔京群岛,英国領バージン諸島,영국령 버진아일랜드,Illes Verges Britàniques,Britische Jungferninseln,Βρετανικές Παρθένοι Νήσοι,Brittiläiset Neitsytsaaret,Îles Vierges britanniques,Oileáin Bhriotanacha na Maighdean,ब्रिटिश वर्जिन आइलैंड्स,Britanski Djevičanski Otoci,Brit Virgin-szigetek,Kepulauan Virgin Britania Raya,Isole Vergini Britanniche,英領バージン諸島,영국령 버진 아일랜드,Britse Maagdeneilanden,De britiske jomfruøyene,Brytyjskie Wyspy Dziewicze,Ilhas Virgens Britânicas,Insulele Virgine Britanice,Британские Виргинские острова,Islas Vírgenes Británicas,Britanska Devičanska ostrva,Visiwa vya Virgin vya Uingereza,Brittiska Jungfruöarna,หมู่เกาะบริติชเวอร์จิน,Britanya Virjin Adaları,Quần đảo Virgin thuộc Anh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,文莱,ブルネイ,브루나이,Brunei,Brunei,Μπρουνέι,Brunei,Brunei,Brúiné,ब्रुनेई,Brunej,Brunei,Brunei,Brunei,ブルネイ,브루나이,Brunei,Brunei,Brunei,Brunei,Brunei,Бруней,Brunéi,Brunej,Brunei,Brunei,บรูไน,Brunei,Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,保加利亚,ブルガリア,불가리아,Bulgària,Bulgarien,Βουλγαρία,Bulgaria,Bulgarie,An Bhulgáir,बल्गारिया,Bugarska,Bulgária,Bulgaria,Bulgaria,ブルガリア,불가리아,Bulgarije,Bulgaria,Bułgaria,Bulgária,Bulgaria,Болгария,Bulgaria,Bugarska,Bulgaria,Bulgarien,บัลแกเรีย,Bulgaristan,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,布基纳法索,ブルキナファソ,부르키나파소,Burkina Faso,Burkina Faso,Μπουρκίνα Φάσο,Burkina Faso,Burkina Faso,Buircíne Fasó,बुर्किना फासो,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,ブルキナファソ,부르키나파소,Burkina Faso,Burkina Faso,Burkina Faso,Burquina Faso,Burkina Faso,Буркина-Фасо,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,บูร์กินาฟาโซ,Burkina Faso,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,布隆迪,ブルンジ,부룬디,Burundi,Burundi,Μπουρούντι,Burundi,Burundi,An Bhurúin,बुरुंडी,Burundi,Burundi,Burundi,Burundi,ブルンジ,부룬디,Burundi,Burundi,Burundi,Burundi,Burundi,Бурунди,Burundi,Burundi,Burundi,Burundi,บุรุนดี,Burundi,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,柬埔寨,カンボジア,캄보디아,Cambodja,Kambodscha,Καμπότζη,Kambodža,Cambodge,An Chambóid,कम्बोडिया,Kambodža,Kambodzsa,Kamboja,Cambogia,カンボジア,캄보디아,Cambodja,Kambodsja,Kambodża,Camboja,Cambodgia,Камбоджа,Camboya,Kambodža,Cambodia,Kambodja,กัมพูชา,Kamboçya,Campuchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,喀麦隆,カメルーン,카메룬,Camerun,Kamerun,Καμερούν,Kamerun,Cameroun,Camarún,कैमरून,Kamerun,Kamerun,Kamerun,Camerun,カメルーン,카메룬,Kameroen,Kamerun,Kamerun,Camarões,Camerun,Камерун,Camerún,Kamerun,Cameroon,Kamerun,แคเมอรูน,Kamerun,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,加拿大,カナダ,캐나다,Canadà,Kanada,Καναδάς,Kanada,Canada,Ceanada,कनाडा,Kanada,Kanada,Kanada,Canada,カナダ,캐나다,Canada,Canada,Kanada,Canadá,Canada,Канада,Canadá,Kanada,Kanada,Kanada,แคนาดา,Kanada,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,加拿大,Kanada,كندا,Canadà,Kanada,Καναδάς,Kanada,Canada,Ceanada,कनाडा,Kanada,Kanada,Kanada,Canada,カナダ,캐나다,Canada,Canada,Kanada,Canadá,Canada,Канада,Canadá,Kanada,Kanada,Kanada,แคนาดา,Kanada,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,佛得角,カーボベルデ,카보베르데,Cap Verd,Kap Verde,Πράσινο Ακρωτήριο,Kap Verde,Cap-Vert,Rinn Verde,केप वर्ड,Zelenortska Republika,Zöld-foki Köztársaság,Tanjung Verde,Capo Verde,カーボベルデ,카보베르데,Kaapverdië,Kapp Verde,Zielony Przylądek,Cabo Verde,Capul Verde,Кабо-Верде,Cabo Verde,Zelenortska ostrvka,Cape Verde,Kap Verde,เคปเวิร์ด,Cape Verde,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,开曼群岛,ケイマン諸島,케이맨 제도,Illes Caiman,Kaimaninseln,Νησιά Καϊμάν,Caymansaaret,Îles Caïmanes,Oileáin Cayman,केमैन द्वीपसमूह,Kajmanski otoci,Kajmán-szigetek,Kepulauan Cayman,Isole Cayman,ケイマン諸島,케이맨 제도,Caymaneilanden,Caymanøyene,Kajmany,Ilhas Cayman,Insulele Cayman,Каймановы острова,Islas Caimán,Kajmanska ostrva,Visiwa vya Cayman,Caymanöarna,หมู่เกาะเคย์แมน,Cayman Adaları,Quần đảo Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,中非共和国,中央アフリカ共和国,중앙아프리카공화국,República Centreafricana,Zentralafrikanische Republik,Κεντροαφρικανική Δημοκρατία,Keski-Afrikan tasavalta,République centrafricaine,Poblacht na hAfraice Láir,मध्य अफ्रीकी गणराज्य,Srednjoafrička Republika,Közép-afrikai Köztársaság,Republik Afrika Tengah,Repubblica Centrafricana,中央アフリカ共和国,중앙아프리카공화국,Centraal-Afrikaanse Republiek,Den sentralafrikanske republikk,Republika Środkowoafrykańska,República Centro-Africana,Republica Centrafricană,Центральноафриканская Республика,República Centroafricana,Centralnoafrička Republika,Jamhuri ya Afrika ya Kati,Centralafrikanska republiken,สาธารณรัฐแอฟริกากลาง,Orta Afrika Cumhuriyeti,Cộng hòa Trung Phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
